Book Title,Price,Availability,Rating,Image URL,Book Link,Category,BookTitle_Cleaned,Price_Normalized,Category_Encoded
The Wedding Dress,24.12,1,1,https://books.toscrape.com/media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,Romance,The Wedding Dress,0.3475809385230993,38.0
Suddenly in Love (Lake Haven #1),55.99,1,2,https://books.toscrape.com/media/cache/e9/f4/e9f4bc8cf5ffaea1504623c936e90a48.jpg,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Romance,Suddenly in Love (Lake Haven #1),0.9272462713714078,38.0
Something More Than This,16.24,1,4,https://books.toscrape.com/media/cache/59/10/5910fbd8a95e8e9de9c660b71e0694e2.jpg,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Romance,Something More Than This,0.2042560931247726,38.0
Doing It Over (Most Likely To #1),35.61,1,3,https://books.toscrape.com/media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,Romance,Doing It Over (Most Likely To #1),0.5565660240087305,38.0
The Wedding Pact (The O'Malleys #2),32.61,1,3,https://books.toscrape.com/media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,Romance,The Wedding Pact (The O'Malleys #2),0.5020007275372863,38.0
Hold Your Breath (Search and Rescue #1),28.82,1,1,https://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,Romance,Hold Your Breath (Search and Rescue #1),0.43306656966169516,38.0
Dirty (Dive Bar #1),40.83,1,4,https://books.toscrape.com/media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Romance,Dirty (Dive Bar #1),0.6515096398690432,38.0
Take Me Home Tonight (Rock Star Romance #3),53.98,1,3,https://books.toscrape.com/media/cache/a6/4b/a64b3c559f59748bfdbbe75be3e16075.jpg,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Romance,Take Me Home Tonight (Rock Star Romance #3),0.8906875227355401,38.0
Off the Hook (Fishing for Trouble #1),47.67,1,3,https://books.toscrape.com/media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Romance,Off the Hook (Fishing for Trouble #1),0.775918515823936,38.0
A Gentleman's Position (Society of Gentlemen #3),14.75,1,5,https://books.toscrape.com/media/cache/f0/e0/f0e0db3edcb14293a52b51929cc72979.jpg,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,Romance,A Gentleman's Position (Society of Gentlemen #3),0.17715532921062205,38.0
"Sit, Stay, Love",20.9,1,3,https://books.toscrape.com/media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,Romance,"Sit, Stay, Love",0.28901418697708253,38.0
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,1,https://books.toscrape.com/media/cache/f7/a9/f7a90a63f66ac92cc280def001970ed2.jpg,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,Romance,A Girl's Guide to Moving On (New Beginnings #2),0.4781738814114223,38.0
The Perfect Play (Play by Play #1),59.99,1,3,https://books.toscrape.com/media/cache/40/16/4016ffba678f309171d8130135f6eb8e.jpg,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,Romance,The Perfect Play (Play by Play #1),1.0,38.0
Dark Lover (Black Dagger Brotherhood #1),12.87,1,1,https://books.toscrape.com/media/cache/3c/a2/3ca2e61181fc1122658af8f85354bae8.jpg,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,Romance,Dark Lover (Black Dagger Brotherhood #1),0.14296107675518369,38.0
Changing the Game (Play by Play #2),13.38,1,3,https://books.toscrape.com/media/cache/57/47/57472d9c6d483bee9c38c90bfa10b3ee.jpg,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,Romance,Changing the Game (Play by Play #2),0.15223717715532922,38.0
A Walk to Remember,56.43,1,1,https://books.toscrape.com/media/cache/fa/1b/fa1b0fac146201645c740b02802e2211.jpg,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,Romance,A Walk to Remember,0.9352491815205529,38.0
The Purest Hook (Second Circle Tattoos #3),12.25,1,1,https://books.toscrape.com/media/cache/15/68/1568ef85fdb4e405b9f8bc62ef855c10.jpg,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,Romance,The Purest Hook (Second Circle Tattoos #3),0.1316842488177519,38.0
The Obsession,45.43,1,1,https://books.toscrape.com/media/cache/24/93/2493c74c614afcc435cc00e33bd55f64.jpg,https://books.toscrape.com/catalogue/the-obsession_268/index.html,Romance,The Obsession,0.7351764277919243,38.0
Reservations for Two,11.1,1,3,https://books.toscrape.com/media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,Romance,Reservations for Two,0.11076755183703164,38.0
Best of My Love (Fool's Gold #20),27.41,1,2,https://books.toscrape.com/media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,Romance,Best of My Love (Fool's Gold #20),0.40742088032011636,38.0
Where Lightning Strikes (Bleeding Stars #3),39.77,1,3,https://books.toscrape.com/media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,Romance,Where Lightning Strikes (Bleeding Stars #3),0.6322299017824664,38.0
This One Moment (Pushing Limits #1),48.71,1,1,https://books.toscrape.com/media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,Romance,This One Moment (Pushing Limits #1),0.79483448526737,38.0
"Rhythm, Chord & Malykhin",28.34,1,2,https://books.toscrape.com/media/cache/43/85/4385ee0304bc3546f2b6eaa75c46d4f8.jpg,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,Romance,"Rhythm, Chord & Malykhin",0.42433612222626405,38.0
My Perfect Mistake (Over the Top #1),38.92,1,2,https://books.toscrape.com/media/cache/0d/03/0d03eb55ed070a53b6c4b6eedd48b458.jpg,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,Romance,My Perfect Mistake (Over the Top #1),0.6167697344488905,38.0
Listen to Me (Fusion #1),58.99,1,3,https://books.toscrape.com/media/cache/00/dd/00dd43f59d255cbc16e9d9c9ed20a997.jpg,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,Romance,Listen to Me (Fusion #1),0.981811567842852,38.0
Imperfect Harmony,34.74,1,4,https://books.toscrape.com/media/cache/fb/29/fb299a516730a2f2602b10f945f7a8e5.jpg,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,Romance,Imperfect Harmony,0.5407420880320116,38.0
Fighting Fate (Fighting #6),39.24,1,3,https://books.toscrape.com/media/cache/57/e2/57e255929f6e597c18cb3843904cd92b.jpg,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,Romance,Fighting Fate (Fighting #6),0.6225900327391779,38.0
Deep Under (Walker Security #1),47.09,1,5,https://books.toscrape.com/media/cache/74/e4/74e4ec43c40926c7b57fc0fe0f397183.jpg,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,Romance,Deep Under (Walker Security #1),0.7653692251727902,38.0
Charity's Cross (Charles Towne Belles #4),41.24,1,1,https://books.toscrape.com/media/cache/39/e0/39e008f84bbd24b49a7532c2024b855e.jpg,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,Romance,Charity's Cross (Charles Towne Belles #4),0.658966897053474,38.0
Bounty (Colorado Mountain #7),37.26,1,4,https://books.toscrape.com/media/cache/80/ff/80ff924ed78cd7c5172410d0d92f8dfe.jpg,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,Romance,Bounty (Colorado Mountain #7),0.5865769370680247,38.0
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,1,4,https://books.toscrape.com/media/cache/5f/72/5f72c8a0d5a7292e2929a354ec8a022f.jpg,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Womens Fiction,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,0.9521644234267006,49.0
Will You Won't You Want Me?,13.86,1,3,https://books.toscrape.com/media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Womens Fiction,Will You Won't You Want Me?,0.16096762459076025,49.0
Keep Me Posted,20.46,1,4,https://books.toscrape.com/media/cache/ae/ac/aeac003461b89c7ef826251d940b2afc.jpg,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Womens Fiction,Keep Me Posted,0.2810112768279374,49.0
Grey (Fifty Shades #4),48.49,1,4,https://books.toscrape.com/media/cache/bb/ee/bbeeab4c4ce572c0e9764e3a96c6d4a5.jpg,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Womens Fiction,Grey (Fifty Shades #4),0.7908330301927974,49.0
Meternity,43.58,1,3,https://books.toscrape.com/media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg,https://books.toscrape.com/catalogue/meternity_478/index.html,Womens Fiction,Meternity,0.7015278283012004,49.0
Some Women,13.73,1,5,https://books.toscrape.com/media/cache/27/b7/27b7f4ec590965b5acc15dc4b1376684.jpg,https://books.toscrape.com/catalogue/some-women_341/index.html,Womens Fiction,Some Women,0.15860312841033103,49.0
Shopaholic Ties the Knot (Shopaholic #3),48.39,1,5,https://books.toscrape.com/media/cache/ac/ba/acba5e4e1813b8c1fff4890f1efef3ab.jpg,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,Womens Fiction,Shopaholic Ties the Knot (Shopaholic #3),0.7890141869770826,49.0
Can You Keep a Secret?,21.94,1,1,https://books.toscrape.com/media/cache/72/73/7273ff1bfe3b0a6aab7f54ddf9be7b44.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,Womens Fiction,Can You Keep a Secret?,0.3079301564205165,49.0
Twenties Girl,42.8,1,2,https://books.toscrape.com/media/cache/a0/fa/a0fa38039f6a674a7c89dfe2be866259.jpg,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,Womens Fiction,Twenties Girl,0.6873408512186249,49.0
The Undomestic Goddess,45.75,1,4,https://books.toscrape.com/media/cache/13/8f/138f4cf84be250d08e1f5c1db3643dbc.jpg,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,Womens Fiction,The Undomestic Goddess,0.7409967260822117,49.0
The Nanny Diaries (Nanny #1),52.53,1,5,https://books.toscrape.com/media/cache/63/5f/635fb981e464f7427787824b20a15e71.jpg,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,Womens Fiction,The Nanny Diaries (Nanny #1),0.8643142961076755,49.0
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,1,https://books.toscrape.com/media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,Womens Fiction,The Devil Wears Prada (The Devil Wears Prada #1),0.7144416151327755,49.0
Something Borrowed (Darcy & Rachel #1),48.96,1,5,https://books.toscrape.com/media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,Womens Fiction,Something Borrowed (Darcy & Rachel #1),0.7993815933066569,49.0
Something Blue (Darcy & Rachel #2),54.62,1,1,https://books.toscrape.com/media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,Womens Fiction,Something Blue (Darcy & Rachel #2),0.9023281193161149,49.0
I've Got Your Number,19.69,1,1,https://books.toscrape.com/media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,Womens Fiction,I've Got Your Number,0.26700618406693344,49.0
The Edge of Reason (Bridget Jones #2),19.18,1,4,https://books.toscrape.com/media/cache/db/34/db341aa83daa76cd9f9bd2c86ccb5dba.jpg,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,Womens Fiction,The Edge of Reason (Bridget Jones #2),0.2577300836667879,49.0
Bridget Jones's Diary (Bridget Jones #1),29.82,1,1,https://books.toscrape.com/media/cache/0c/32/0c329cbd2adf4e0dc825f892106673b2.jpg,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,Womens Fiction,Bridget Jones's Diary (Bridget Jones #1),0.4512550018188432,49.0
Soumission,50.1,1,1,https://books.toscrape.com/media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,https://books.toscrape.com/catalogue/soumission_998/index.html,Fiction,Soumission,0.8201164059658057,17.0
Private Paris (Private #10),47.61,1,5,https://books.toscrape.com/media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Fiction,Private Paris (Private #10),0.774827209894507,17.0
"We Love You, Charlie Freeman",50.27,1,5,https://books.toscrape.com/media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,Fiction,"We Love You, Charlie Freeman",0.823208439432521,17.0
Thirst,17.27,1,5,https://books.toscrape.com/media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,https://books.toscrape.com/catalogue/thirst_946/index.html,Fiction,Thirst,0.2229901782466351,17.0
The Murder That Never Was (Forensic Instincts #5),54.11,1,3,https://books.toscrape.com/media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,Fiction,The Murder That Never Was (Forensic Instincts #5),0.8930520189159694,17.0
Tuesday Nights in 1980,21.04,1,2,https://books.toscrape.com/media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Fiction,Tuesday Nights in 1980,0.2915605674790833,17.0
The Vacationers,42.15,1,4,https://books.toscrape.com/media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,Fiction,The Vacationers,0.6755183703164787,17.0
The Regional Office Is Under Attack!,51.36,1,5,https://books.toscrape.com/media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,Fiction,The Regional Office Is Under Attack!,0.8430338304838123,17.0
Finders Keepers (Bill Hodges Trilogy #2),53.53,1,5,https://books.toscrape.com/media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,Fiction,Finders Keepers (Bill Hodges Trilogy #2),0.8825027282648236,17.0
The Time Keeper,27.88,1,5,https://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,Fiction,The Time Keeper,0.4159694434339759,17.0
The Testament of Mary,52.67,1,4,https://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,Fiction,The Testament of Mary,0.8668606766096763,17.0
The First Hostage (J.B. Collins #2),25.85,1,3,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,Fiction,The First Hostage (J.B. Collins #2),0.3790469261549655,17.0
Take Me with You,45.21,1,3,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,Fiction,Take Me with You,0.7311749727173518,17.0
Still Life with Bread Crumbs,26.41,1,3,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,Fiction,Still Life with Bread Crumbs,0.3892324481629683,17.0
Shtum,55.84,1,4,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg,https://books.toscrape.com/catalogue/shtum_733/index.html,Fiction,Shtum,0.9245180065478356,17.0
My Name Is Lucy Barton,41.56,1,1,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,Fiction,My Name Is Lucy Barton,0.6647871953437614,17.0
My Mrs. Brown,24.48,1,3,https://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,Fiction,My Mrs. Brown,0.3541287740996726,17.0
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,1,https://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),0.434521644234267,17.0
I Am Pilgrim (Pilgrim #1),10.6,1,4,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,Fiction,I Am Pilgrim (Pilgrim #1),0.1016733357584576,17.0
Eligible (The Austen Project #4),27.09,1,3,https://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,Fiction,Eligible (The Austen Project #4),0.40160058202982896,17.0
Eight Hundred Grapes,14.39,1,4,https://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,Fiction,Eight Hundred Grapes,0.17060749363404876,17.0
Dear Mr. Knightley,11.21,1,5,https://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,Fiction,Dear Mr. Knightley,0.11276827937431795,17.0
Cometh the Hour (The Clifton Chronicles #6),25.01,1,3,https://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,Fiction,Cometh the Hour (The Clifton Chronicles #6),0.36376864314296103,17.0
Balloon Animals,17.03,1,3,https://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,Fiction,Balloon Animals,0.2186249545289196,17.0
A Man Called Ove,39.72,1,1,https://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,Fiction,A Man Called Ove,0.631320480174609,17.0
The Silent Sister (Riley MacPherson #1),46.29,1,5,https://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,Fiction,The Silent Sister (Riley MacPherson #1),0.7508184794470716,17.0
The Dinner Party,56.54,1,2,https://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,Fiction,The Dinner Party,0.9372499090578391,17.0
The Improbability of Love,59.45,1,1,https://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,Fiction,The Improbability of Love,0.9901782466351401,17.0
Mothering Sunday,13.34,1,2,https://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,Fiction,Mothering Sunday,0.15150963986904328,17.0
Lies and Other Acts of Love,45.14,1,1,https://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,Fiction,Lies and Other Acts of Love,0.7299017824663514,17.0
Daredevils,16.34,1,3,https://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg,https://books.toscrape.com/catalogue/daredevils_590/index.html,Fiction,Daredevils,0.20607493634048743,17.0
11/22/63,48.48,1,3,https://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg,https://books.toscrape.com/catalogue/112263_583/index.html,Fiction,11/22/63,0.7906511458712259,17.0
The Shack,28.03,1,1,https://books.toscrape.com/media/cache/20/8b/208b77faac57115ae239391fe2a64c86.jpg,https://books.toscrape.com/catalogue/the-shack_576/index.html,Fiction,The Shack,0.4186977082575482,17.0
The High Mountains of Portugal,51.15,1,1,https://books.toscrape.com/media/cache/55/00/550091fc134bbe67f562d95a6d6313f7.jpg,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,Fiction,The High Mountains of Portugal,0.8392142597308112,17.0
Miller's Valley,58.54,1,2,https://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg,https://books.toscrape.com/catalogue/millers-valley_534/index.html,Fiction,Miller's Valley,0.9736267733721353,17.0
Hystopia: A Novel,21.96,1,4,https://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,Fiction,Hystopia: A Novel,0.30829392506365955,17.0
The Bourne Identity (Jason Bourne #1),42.78,1,4,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,Fiction,The Bourne Identity (Jason Bourne #1),0.686977082575482,17.0
Sister Dear,40.2,1,4,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg,https://books.toscrape.com/catalogue/sister-dear_485/index.html,Fiction,Sister Dear,0.64005092761004,17.0
Memoirs of a Geisha,49.67,1,3,https://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,Fiction,Memoirs of a Geisha,0.8122953801382321,17.0
Me Before You (Me Before You #1),19.02,1,1,https://books.toscrape.com/media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,Fiction,Me Before You (Me Before You #1),0.2548199345216442,17.0
Deception Point,40.32,1,4,https://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,https://books.toscrape.com/catalogue/deception-point_426/index.html,Fiction,Deception Point,0.6422335394688978,17.0
The Little Paris Bookshop,24.73,1,3,https://books.toscrape.com/media/cache/50/a9/50a901fb008c0b8965c8d4da2dff5470.jpg,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,Fiction,The Little Paris Bookshop,0.35867588213895957,17.0
The Firm,45.56,1,3,https://books.toscrape.com/media/cache/95/84/95847132a78de44b7249a2d0a3fe3ef6.jpg,https://books.toscrape.com/catalogue/the-firm_404/index.html,Fiction,The Firm,0.7375409239723536,17.0
The Expatriates,44.58,1,2,https://books.toscrape.com/media/cache/db/e4/dbe49e1cb06136eeb51182f551ccdc52.jpg,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,Fiction,The Expatriates,0.7197162604583485,17.0
Siddhartha,34.22,1,5,https://books.toscrape.com/media/cache/ce/0b/ce0be2d86e388540122c222306c6d62c.jpg,https://books.toscrape.com/catalogue/siddhartha_393/index.html,Fiction,Siddhartha,0.5312841033102946,17.0
Last One Home (New Beginnings #1),59.98,1,3,https://books.toscrape.com/media/cache/e4/0a/e40a336622fe578699be5a1eeba18f9d.jpg,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,Fiction,Last One Home (New Beginnings #1),0.9998181156784284,17.0
Digital Fortress,58.0,1,5,https://books.toscrape.com/media/cache/5c/77/5c770b251d27aeef263f8ae974ca02e0.jpg,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,Fiction,Digital Fortress,0.9638050200072753,17.0
Atlas Shrugged,26.58,1,5,https://books.toscrape.com/media/cache/a5/4f/a54fea8d034eba2ee4d1b8af30f1a308.jpg,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,Fiction,Atlas Shrugged,0.3923244816296835,17.0
Three-Martini Lunch,23.21,1,3,https://books.toscrape.com/media/cache/1d/8e/1d8eb8aaebd14464fc58a681091b8d45.jpg,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,Fiction,Three-Martini Lunch,0.33102946526009464,17.0
The Nightingale,26.26,1,4,https://books.toscrape.com/media/cache/77/aa/77aa0ef1f62a0b0b40000a81f65c4e65.jpg,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,Fiction,The Nightingale,0.3865041833393961,17.0
The Infinities,27.41,1,1,https://books.toscrape.com/media/cache/9c/44/9c445b33d53b3810f1c12f4adad71a27.jpg,https://books.toscrape.com/catalogue/the-infinities_257/index.html,Fiction,The Infinities,0.40742088032011636,17.0
The Husband's Secret,52.51,1,5,https://books.toscrape.com/media/cache/f0/5b/f05be79a4b319e24819c318e35e6963c.jpg,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,Fiction,The Husband's Secret,0.8639505274645325,17.0
The Da Vinci Code (Robert Langdon #2),22.96,1,2,https://books.toscrape.com/media/cache/cf/d5/cfd553eaa00f4d6091c459081cd98199.jpg,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,Fiction,The Da Vinci Code (Robert Langdon #2),0.3264823572208076,17.0
The Art of Fielding,22.1,1,1,https://books.toscrape.com/media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,Fiction,The Art of Fielding,0.3108403055656603,17.0
Lila (Gilead #3),12.47,1,3,https://books.toscrape.com/media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,Fiction,Lila (Gilead #3),0.13568570389232448,17.0
Jurassic Park (Jurassic Park #1),44.97,1,1,https://books.toscrape.com/media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,Fiction,Jurassic Park (Jurassic Park #1),0.7268097489996362,17.0
